200000	0
200001	0
200002	-78400
200101	-78400
200102	0
200103	0
400000	0
400001	0
400002	-683575
400101	-683575
400102	0
400103	0
600000	0
600001	0
600002	1899
600101	1899
600102	0
600103	0
600104	-1899
600201	-1899
600202	0
600203	0
800000	0
800001	0
800002	391988
800101	391988
800102	0
800103	0
800104	-391988
800201	-391988
800202	0
800203	0
1000000	0
1000001	0
1000002	249794
1000101	249794
1000102	0
1000103	0
1000104	-249794
1000201	-249794
1000202	0
1000203	0
1200000	0
1200001	0
1200002	-34123
1200101	-34123
1200102	0
1200103	0
1400000	0
1400001	0
1400002	551448
1400101	551448
1400102	0
1400103	0
1400104	-551448
1400201	-551448
1400202	0
1400203	0
1600000	0
1600001	0
1600002	536728
1600101	536728
1600102	0
1600103	0
1600104	-536728
1600201	-536728
1600202	0
1600203	0
1800000	0
1800001	0
1800002	517217
1800101	517217
1800102	0
1800103	0
1800104	-517217
1800201	-517217
1800202	0
1800203	0
2000000	0
2000001	0
2000002	510226
2000101	510226
2000102	0
2000103	0
2000104	-510226
2000201	-510226
2000202	0
2000203	0
2200000	0
2200001	0
2200002	850247
2200101	850247
2200102	0
2200103	0
2200104	-850247
2200201	-850247
2200202	0
2200203	0
2400000	0
2400001	0
2400002	-405239
2400101	-405239
2400102	0
2400103	0
2600000	0
2600001	0
2600002	789958
2600101	789958
2600102	0
2600103	0
2600104	-789958
2600201	-789958
2600202	0
2600203	0
2800000	0
2800001	0
2800002	-287500
2800101	-287500
2800102	0
2800103	0
3000000	0
3000001	0
3000002	-216054
3000101	-216054
3000102	0
3000103	0
3200000	0
3200001	0
3200002	-285024
3200101	-285024
3200102	0
3200103	0
3400000	0
3400001	0
3400002	1004528
3400101	1004528
3400102	0
3400103	0
3400104	-1004528
3400201	-1004528
3400202	0
3400203	0
3600000	0
3600001	0
3600002	-294382
3600101	-294382
3600102	0
3600103	0
3800000	0
3800001	0
3800002	366417
3800101	366417
3800102	0
3800103	0
3800104	-366417
3800201	-366417
3800202	0
3800203	0
4000000	0
4000001	0
4000002	502300
4000101	502300
4000102	0
4000103	0
4000104	-502300
4000201	-502300
4000202	0
4000203	0
4200000	0
4200001	0
4200002	-637114
4200101	-637114
4200102	0
4200103	0
4400000	0
4400001	0
4400002	-9988
4400101	-9988
4400102	0
4400103	0
4600000	0
4600001	0
4600002	-82802
4600101	-82802
4600102	0
4600103	0
4800000	0
4800001	0
4800002	-386765
4800101	-386765
4800102	0
4800103	0
5000000	0
5000001	0
5000002	-128078
5000101	-128078
5000102	0
5000103	0
5200000	0
5200001	0
5200002	361442
5200101	361442
5200102	0
5200103	0
5200104	-361442
5200201	-361442
5200202	0
5200203	0
5400000	0
5400001	0
5400002	-96221
5400101	-96221
5400102	0
5400103	0
5600000	0
5600001	0
5600002	-37387
5600101	-37387
5600102	0
5600103	0
5800000	0
5800001	0
5800002	489792
5800101	489792
5800102	0
5800103	0
5800104	-489792
5800201	-489792
5800202	0
5800203	0
6000000	0
6000001	0
6000002	219097
6000101	219097
6000102	0
6000103	0
6000104	-219097
6000201	-219097
6000202	0
6000203	0
6200000	0
6200001	0
6200002	731433
6200101	731433
6200102	0
6200103	0
6200104	-731433
6200201	-731433
6200202	0
6200203	0
6400000	0
6400001	0
6400002	193405
6400101	193405
6400102	0
6400103	0
6400104	-193405
6400201	-193405
6400202	0
6400203	0
6600000	0
6600001	0
6600002	-860051
6600101	-860051
6600102	0
6600103	0
6800000	0
6800001	0
6800002	1021226
6800101	1021226
6800102	0
6800103	0
6800104	-1021226
6800201	-1021226
6800202	0
6800203	0
7000000	0
7000001	0
7000002	-565988
7000101	-565988
7000102	0
7000103	0
7200000	0
7200001	0
7200002	303038
7200101	303038
7200102	0
7200103	0
7200104	-303038
7200201	-303038
7200202	0
7200203	0
7400000	0
7400001	0
7400002	204549
7400101	204549
7400102	0
7400103	0
7400104	-204549
7400201	-204549
7400202	0
7400203	0
7600000	0
7600001	0
7600002	21580
7600101	21580
7600102	0
7600103	0
7600104	-21580
7600201	-21580
7600202	0
7600203	0
7800000	0
7800001	0
7800002	-456418
7800101	-456418
7800102	0
7800103	0
8000000	0
8000001	0
8000002	452290
8000101	452290
8000102	0
8000103	0
8000104	-452290
8000201	-452290
8000202	0
8000203	0
8200000	0
8200001	0
8200002	263535
8200101	263535
8200102	0
8200103	0
8200104	-263535
8200201	-263535
8200202	0
8200203	0
8400000	0
8400001	0
8400002	-250795
8400101	-250795
8400102	0
8400103	0
8600000	0
8600001	0
8600002	-147431
8600101	-147431
8600102	0
8600103	0
8800000	0
8800001	0
8800002	815984
8800101	815984
8800102	0
8800103	0
8800104	-815984
8800201	-815984
8800202	0
8800203	0
9000000	0
9000001	0
9000002	1387711
9000101	1387711
9000102	0
9000103	0
9000104	-1387711
9000201	-1387711
9000202	0
9000203	0
9200000	0
9200001	0
9200002	1065521
9200101	1065521
9200102	0
9200103	0
9200104	-1065521
9200201	-1065521
9200202	0
9200203	0
9400000	0
9400001	0
9400002	-405088
9400101	-405088
9400102	0
9400103	0
9600000	0
9600001	0
9600002	70317
9600101	70317
9600102	0
9600103	0
9600104	-70317
9600201	-70317
9600202	0
9600203	0
9800000	0
9800001	0
9800002	-702385
9800101	-702385
9800102	0
9800103	0
10000000	0
10000001	0
10000002	16575
10000101	16575
10000102	0
10000103	0
10000104	-16575
10000201	-16575
10000202	0
10000203	0
10200000	0
10200001	0
10200002	-1069432
10200101	-1069432
10200102	0
10200103	0
10400000	0
10400001	0
10400002	344904
10400101	344904
10400102	0
10400103	0
10400104	-344904
10400201	-344904
10400202	0
10400203	0
10600000	0
10600001	0
10600002	555295
10600101	555295
10600102	0
10600103	0
10600104	-555295
10600201	-555295
10600202	0
10600203	0
10800000	0
10800001	0
10800002	242394
10800101	242394
10800102	0
10800103	0
10800104	-242394
10800201	-242394
10800202	0
10800203	0
11000000	0
11000001	0
11000002	48539
11000101	48539
11000102	0
11000103	0
11000104	-48539
11000201	-48539
11000202	0
11000203	0
11200000	0
11200001	0
11200002	-769240
11200101	-769240
11200102	0
11200103	0
11400000	0
11400001	0
11400002	49421
11400101	49421
11400102	0
11400103	0
11400104	-49421
11400201	-49421
11400202	0
11400203	0
11600000	0
11600001	0
11600002	170712
11600101	170712
11600102	0
11600103	0
11600104	-170712
11600201	-170712
11600202	0
11600203	0
11800000	0
11800001	0
11800002	-326559
11800101	-326559
11800102	0
11800103	0
12000000	0
12000001	0
12000002	1007895
12000101	1007895
12000102	0
12000103	0
12000104	-1007895
12000201	-1007895
12000202	0
12000203	0
12200000	0
12200001	0
12200002	1155835
12200101	1155835
12200102	0
12200103	0
12200104	-1155835
12200201	-1155835
12200202	0
12200203	0
12400000	0
12400001	0
12400002	-580631
12400101	-580631
12400102	0
12400103	0
12600000	0
12600001	0
12600002	569474
12600101	569474
12600102	0
12600103	0
12600104	-569474
12600201	-569474
12600202	0
12600203	0
12800000	0
12800001	0
12800002	-407357
12800101	-407357
12800102	0
12800103	0
13000000	0
13000001	0
13000002	889944
13000101	889944
13000102	0
13000103	0
13000104	-889944
13000201	-889944
13000202	0
13000203	0
13200000	0
13200001	0
13200002	-551089
13200101	-551089
13200102	0
13200103	0
13400000	0
13400001	0
13400002	496210
13400101	496210
13400102	0
13400103	0
13400104	-496210
13400201	-496210
13400202	0
13400203	0
13600000	0
13600001	0
13600002	-389361
13600101	-389361
13600102	0
13600103	0
13800000	0
13800001	0
13800002	-6313
13800101	-6313
13800102	0
13800103	0
14000000	0
14000001	0
14000002	21760
14000101	21760
14000102	0
14000103	0
14000104	-21760
14000201	-21760
14000202	0
14000203	0
14200000	0
14200001	0
14200002	-90094
14200101	-90094
14200102	0
14200103	0
14400000	0
14400001	0
14400002	-35758
14400101	-35758
14400102	0
14400103	0
14600000	0
14600001	0
14600002	-463925
14600101	-463925
14600102	0
14600103	0
14800000	0
14800001	0
14800002	-415178
14800101	-415178
14800102	0
14800103	0
15000000	0
15000001	0
15000002	-604606
15000101	-604606
15000102	0
15000103	0
15200000	0
15200001	0
15200002	-503884
15200101	-503884
15200102	0
15200103	0
15400000	0
15400001	0
15400002	772666
15400101	772666
15400102	0
15400103	0
15400104	-772666
15400201	-772666
15400202	0
15400203	0
15600000	0
15600001	0
15600002	-223455
15600101	-223455
15600102	0
15600103	0
15800000	0
15800001	0
15800002	10635
15800101	10635
15800102	0
15800103	0
15800104	-10635
15800201	-10635
15800202	0
15800203	0
16000000	0
16000001	0
16000002	59159
16000101	59159
16000102	0
16000103	0
16000104	-59159
16000201	-59159
16000202	0
16000203	0
16200000	0
16200001	0
16200002	-148217
16200101	-148217
16200102	0
16200103	0
16400000	0
16400001	0
16400002	549160
16400101	549160
16400102	0
16400103	0
16400104	-549160
16400201	-549160
16400202	0
16400203	0
16600000	0
16600001	0
16600002	-19868
16600101	-19868
16600102	0
16600103	0
16800000	0
16800001	0
16800002	418698
16800101	418698
16800102	0
16800103	0
16800104	-418698
16800201	-418698
16800202	0
16800203	0
17000000	0
17000001	0
17000002	898308
17000101	898308
17000102	0
17000103	0
17000104	-898308
17000201	-898308
17000202	0
17000203	0
17200000	0
17200001	0
17200002	93494
17200101	93494
17200102	0
17200103	0
17200104	-93494
17200201	-93494
17200202	0
17200203	0
17400000	0
17400001	0
17400002	555199
17400101	555199
17400102	0
17400103	0
17400104	-555199
17400201	-555199
17400202	0
17400203	0
17600000	0
17600001	0
17600002	-1174361
17600101	-1174361
17600102	0
17600103	0
17800000	0
17800001	0
17800002	1554780
17800101	1554780
17800102	0
17800103	0
17800104	-1554780
17800201	-1554780
17800202	0
17800203	0
18000000	0
18000001	0
18000002	501223
18000101	501223
18000102	0
18000103	0
18000104	-501223
18000201	-501223
18000202	0
18000203	0
18200000	0
18200001	0
18200002	317099
18200101	317099
18200102	0
18200103	0
18200104	-317099
18200201	-317099
18200202	0
18200203	0
18400000	0
18400001	0
18400002	-156106
18400101	-156106
18400102	0
18400103	0
18600000	0
18600001	0
18600002	-157168
18600101	-157168
18600102	0
18600103	0
18800000	0
18800001	0
18800002	-527743
18800101	-527743
18800102	0
18800103	0
19000000	0
19000001	0
19000002	-269319
19000101	-269319
19000102	0
19000103	0
19200000	0
19200001	0
19200002	294670
19200101	294670
19200102	0
19200103	0
19200104	-294670
19200201	-294670
19200202	0
19200203	0
19400000	0
19400001	0
19400002	328790
19400101	328790
19400102	0
19400103	0
19400104	-328790
19400201	-328790
19400202	0
19400203	0
19600000	0
19600001	0
19600002	-129121
19600101	-129121
19600102	0
19600103	0
19800000	0
19800001	0
19800002	-413045
19800101	-413045
19800102	0
19800103	0
20000000	0
20000001	0
20000002	297005
20000101	297005
20000102	0
20000103	0
20000104	-297005
20000201	-297005
20000202	0
20000203	0
20200000	0
20200001	0
20200002	288696
20200101	288696
20200102	0
20200103	0
20200104	-288696
20200201	-288696
20200202	0
20200203	0
20400000	0
20400001	0
20400002	-150645
20400101	-150645
20400102	0
20400103	0
20600000	0
20600001	0
20600002	20981
20600101	20981
20600102	0
20600103	0
20600104	-20981
20600201	-20981
20600202	0
20600203	0
20800000	0
20800001	0
20800002	-538741
20800101	-538741
20800102	0
20800103	0
21000000	0
21000001	0
21000002	209602
21000101	209602
21000102	0
21000103	0
21000104	-209602
21000201	-209602
21000202	0
21000203	0
21200000	0
21200001	0
21200002	738831
21200101	738831
21200102	0
21200103	0
21200104	-738831
21200201	-738831
21200202	0
21200203	0
21400000	0
21400001	0
21400002	-612476
21400101	-612476
21400102	0
21400103	0
21600000	0
21600001	0
21600002	-437621
21600101	-437621
21600102	0
21600103	0
21800000	0
21800001	0
21800002	-226651
21800101	-226651
21800102	0
21800103	0
22000000	0
22000001	0
22000002	-104048
22000101	-104048
22000102	0
22000103	0
22200000	0
22200001	0
22200002	-401830
22200101	-401830
22200102	0
22200103	0
22400000	0
22400001	0
22400002	413956
22400101	413956
22400102	0
22400103	0
22400104	-413956
22400201	-413956
22400202	0
22400203	0
22600000	0
22600001	0
22600002	854128
22600101	854128
22600102	0
22600103	0
22600104	-854128
22600201	-854128
22600202	0
22600203	0
22800000	0
22800001	0
22800002	-9167
22800101	-9167
22800102	0
22800103	0
23000000	0
23000001	0
23000002	-358108
23000101	-358108
23000102	0
23000103	0
23200000	0
23200001	0
23200002	-270206
23200101	-270206
23200102	0
23200103	0
23400000	0
23400001	0
23400002	703602
23400101	703602
23400102	0
23400103	0
23400104	-703602
23400201	-703602
23400202	0
23400203	0
23600000	0
23600001	0
23600002	449121
23600101	449121
23600102	0
23600103	0
23600104	-449121
23600201	-449121
23600202	0
23600203	0
23800000	0
23800001	0
23800002	558066
23800101	558066
23800102	0
23800103	0
23800104	-558066
23800201	-558066
23800202	0
23800203	0
24000000	0
24000001	0
24000002	-601378
24000101	-601378
24000102	0
24000103	0
24200000	0
